gene_id	gene_name	H2	H27	H45	H47	H56	H74	H87	H91
ENSG00000130038	CRACR2A	207	424.999	637.001	415.001	313.001	377.999	196.999	270
ENSG00000130779	CLIP1	1047	759.003	1161.001	2155.999	1259.002	915.001	1157	712.998
ENSG00000130783	CCDC62	17.999	15	16	5	19	9	15	15
ENSG00000130787	HIP1R	137	281.999	885.999	156	135	324.999	81	133
ENSG00000130921	MTRFR	81.999	175.002	430	106.001	66	183	60	139.001
ENSG00000131982	UBE2L2	0	0	0	1	0	0	0	0
ENSG00000132341	RAN	718	895	1949.002	577.999	489.002	1157	447	424.001
ENSG00000133636	NTS	0	0	0	0	0	0	0	0
ENSG00000133639	BTG1	4467	2589	4919.001	6017	3994	2371	4163.981	1245
ENSG00000133640	LRRIQ1	0	0	5	0	1	0	0	13
ENSG00000133641	C12orf29	177.999	496.999	464	169	57.001	249	180.001	125.001
ENSG00000133687	TMTC1	958.999	38	98	83	1580.999	131	948	95.001
ENSG00000133703	KRAS	1751	1121	2036	2766.999	1898	1466	2123	933.999
ENSG00000133704	IPO8	711	735.001	1337.001	1148	786	866	772	496
ENSG00000133773	CCDC59	185	175.001	340.002	209.001	123.999	262.999	139.001	140.001
ENSG00000133858	ZFC3H1	2001.001	1792	2654.001	2987	3127	1806.999	1896.999	1197.999
ENSG00000134283	PPHLN1	442.002	732	1245	650	453	708.999	419	470.999
ENSG00000134285	FKBP11	79	70	128	84	140.001	96	90	118
ENSG00000134287	ARF3	469	258	443	735	716	368	623	437.916
ENSG00000134291	TMEM106C	74.999	130	247.001	77	68	133.002	44	70
ENSG00000134294	SLC38A2	8735.002	2483.999	5092.999	6516	6390.001	3210.998	4460.001	1941
ENSG00000134297	PLEKHA8P1	39.001	53	134.001	53	37	66.999	30	52
ENSG00000134531	EMP1	9	8	24	7	15	24	14	73
ENSG00000134532	SOX5	11	22	25.001	14	5	31	7	27.999
ENSG00000134533	RERG	0	0	2	0	1	0	0	12
ENSG00000134538	SLCO1B1	0	1	0	0	0	0	0	0
ENSG00000134539	KLRD1	1366	4087.999	2343	1411	2219.001	1985.001	818	1202.999
ENSG00000134545	KLRC1	33	130	99	129.999	18	172	9	77.999
ENSG00000134548	SPX	30	41	44	73	21	18	39	27
ENSG00000134551	PRH2	1.002	0	0	0	1	0	0	5
ENSG00000135090	TAOK3	1210	1069.002	1973.998	2052.999	1509.998	1402.001	1133	1113
ENSG00000135093	USP30	77	66	186	98	43.999	72	55	74.001
ENSG00000135094	SDS	1	3	3	0	0	3	0	15
ENSG00000135097	MSI1	0	0	0	0	0	0	0	2
ENSG00000135100	HNF1A	0	0	0	0	0	0	0	14
ENSG00000135108	FBXO21	227	419	929	290	206	524.001	161	265
ENSG00000135111	TBX3	0	1	3	0	1	0	0	50
ENSG00000135114	OASL	253.001	159.002	328.999	1041.001	847.999	396.999	984	251
ENSG00000135116	HRK	95	10	29	9	12	6	7	66
ENSG00000135119	RNFT2	10	12	48	12	9	19	3	45
ENSG00000135124	P2RX4	107	206	427.001	167.001	125	244	129.001	195
ENSG00000135127	BICDL1	18	69	139	17	24	95	10	55
ENSG00000135144	DTX1	7	18	33	2	6	23	5	20
ENSG00000135148	TRAFD1	678.999	408	676.001	1608.999	1043.999	676	868	460.001
ENSG00000135390	ATP5MC2	407	430	984	426	295.999	595	359	420
ENSG00000135392	DNAJC14	358.28	301	635	640.989	386.999	496.999	360.999	274
ENSG00000135404	CD63	1878	814	1327.001	2723	1965	1414.001	1893	516.999
ENSG00000135406	PRPH	11	0	0	0	0	0	0	4
ENSG00000135407	AVIL	546.999	46	87	185.999	784	108.001	286	104.001
ENSG00000135409	AMHR2	0	0	0	0	0	0	0	10
ENSG00000135413	LACRT	0	0	0	0	0	0	0	0
ENSG00000135414	GDF11	59	211	384	52	78	173	41	173
ENSG00000135423	GLS2	4	7	32	11	4	9	4	14
ENSG00000135424	ITGA7	5	12.625	13	14	45	3	16	49
ENSG00000135426	TESPA1	77	266.999	628	95	91	232.999	93	223
ENSG00000135436	FAM186B	0	0	2	0	0	1	1	20
ENSG00000135437	RDH5	7.464	7.253	15.738	6	17.586	4	12.559	9
ENSG00000135439	AGAP2	223.999	204	340	598	527	279	283	150
ENSG00000135441	BLOC1S1	139.15	132.828	149.997	235.033	185.352	134.825	147.801	58.337
ENSG00000135443	KRT85	0	0	0	0	0	0	0	6
ENSG00000135446	CDK4	41	66	100	17	25	67	23	27
ENSG00000135447	PPP1R1A	1	0	2	0	1	0	0	15
ENSG00000135451	TROAP	27	113.001	43	54	16	36	56	24
ENSG00000135452	TSPAN31	116.999	204.999	448.001	188.999	163.999	294	137.999	136
ENSG00000135454	B4GALNT1	1	0	3	0	0	0	0	28
ENSG00000135457	TFCP2	150.001	256	403	260	221	286	162	204
ENSG00000135469	COQ10A	33	68	128.001	29.001	24	92	14	49
ENSG00000135472	FAIM2	14	0	2	0	0	0	0	31
ENSG00000135473	PAN2	158	324.999	521.998	138.999	221.999	281.001	110	153.999
ENSG00000135476	ESPL1	4	14	10	14	2	4	6	21
ENSG00000135477	KRT87P	0	0	0	0	0	0	0	0
ENSG00000135480	KRT7	0	0	1	0	2	1	0	8
ENSG00000135482	ZC3H10	249	222	385	386	228	344	253	168
ENSG00000135486	HNRNPA1	2283.999	4409.998	9724	2894.999	1887.001	5364.998	2021	2303.999
ENSG00000135502	SLC26A10	0	0	0	0	0	0	0	31
ENSG00000135503	ACVR1B	273	95	195.999	548	542	162.999	371	153.999
ENSG00000135506	OS9	1078.001	542	851.001	1661.001	1600.001	785	1075.001	635.002
ENSG00000135517	MIP	0	0	0	0	0	0	0	18
ENSG00000135519	KCNH3	10	6	16	23	11	7	9	6
ENSG00000135643	KCNMB4	10	10	41	5	8	17	8	35
ENSG00000135655	USP15	19575	6628.999	7233.003	20964	15342.003	6620.999	13413.002	4631
ENSG00000135677	GNS	5639	1734	2659	7326	8448.999	2563.999	5658.999	2529.999
ENSG00000135678	CPM	148.001	58	47	130	99.001	36	109	83
ENSG00000135679	MDM2	7103.295	1955.057	3045.36	9619.738	4939.898	2443.358	5771.917	1509.616
ENSG00000136003	ISCU	1179.999	1960.001	1951.001	1841.001	1165.001	2028.001	1215	930
ENSG00000136010	ALDH1L2	3	1	0	6	5	3	4	47
ENSG00000136011	STAB2	0	2	0	0	0	0	1	0
ENSG00000136014	USP44	21	39	130	15	17	39	11	48
ENSG00000136021	SCYL2	1811	1334.001	1473.999	2560	1477.999	1111	1519	920
ENSG00000136026	CKAP4	794	171	291	2926	1151	323	1296	232
ENSG00000136040	PLXNC1	20360.997	3413.999	6388.999	27684.001	26846	6884.001	23094.999	5668.999
ENSG00000136044	APPL2	339.998	289.001	449.001	629.999	456	272.999	293.999	152.999
ENSG00000136045	PWP1	163	311	561.001	150	109	276	106	168
ENSG00000136048	DRAM1	466	127	122	299	259	120	261	116
ENSG00000136051	WASHC4	5948	2735.001	4488.001	8688.002	4923.001	3488.001	4800.999	2055.002
ENSG00000136052	SLC41A2	12	28	46	18	18	27	8	36
ENSG00000139044	B4GALNT3	68	12	19	23	57	88	17	43
ENSG00000139053	PDE6H	5	0	1	5	6	2	4	2
ENSG00000139055	ERP27	53	42	118	43	40	43	38	55
ENSG00000139083	ETV6	394	196	296	555.999	837	266	477	298
ENSG00000139112	GABARAPL1	1772	667.999	813.001	3604	2319.001	963	2206	567
ENSG00000139116	KIF21A	74	300	305	81	82	232.999	25.999	114
ENSG00000139117	CPNE8	266.999	181	175	154.001	115	149	104	111
ENSG00000139131	YARS2	129	172	431	109	80	210	66	80
ENSG00000139132	FGD4	4342.999	737.001	797	9927.001	7609.001	946.001	5691	871
ENSG00000139133	ALG10	151.001	265	566.999	185	123	263	136	142
ENSG00000139144	PIK3C2G	0	4	1	0	0	0	0	0
ENSG00000139146	SINHCAF	460.848	667.754	1361.321	412.716	288.971	767	274.863	364
ENSG00000139151	PLCZ1	0	0	0	0	0	0	0	4
ENSG00000139154	AEBP2	467	765.001	1161.999	645	282	645	291	365
ENSG00000139155	SLCO1C1	0	0	0	0	1	0	0	0
ENSG00000139160	ETFBKMT	28	28	53	33	25	42	27	46
ENSG00000139163	ETNK1	2471	2591.999	4084.001	2602.999	1425.001	2607	1619	1275
ENSG00000139168	ZCRB1	106	151	231	119	49.999	159	72	113
ENSG00000139173	TMEM117	9	33	91	19	18	47	7	13
ENSG00000139174	PRICKLE1	35	18	108	33	25	53	18	51
ENSG00000139178	C1RL	925.743	167.001	445.999	1427.999	1652.475	386	1205	441
ENSG00000139180	NDUFA9	312.434	583.252	1020.325	349	231.994	606.018	227.328	338.851
ENSG00000139182	CLSTN3	102	186.001	259	199	369	222	101	152
ENSG00000139187	KLRG1	133.001	1018	867	182.999	113	742	63	175
ENSG00000139190	VAMP1	233	277	542	313	371	273	258	252
ENSG00000139192	TAPBPL	121	197	268	348	225	359	219.998	239.001
ENSG00000139193	CD27	38	74	363	63	24	101	28	80
ENSG00000139194	RBP5	0	1	5	0	0	0	0	12
ENSG00000139197	PEX5	116.999	119	298.999	185.999	142	238	73	113
ENSG00000139200	PIANP	4	0	0	0	0	0	0	2
ENSG00000139209	SLC38A4	0	0	1	0	0	0	0	5
ENSG00000139211	AMIGO2	60	136	277	77	62	111	37	89
ENSG00000139218	SCAF11	4966.999	3414.999	5297.998	5893	4720	3889	4054.001	2343
ENSG00000139219	COL2A1	2	0	0	0	0	1	0	5
ENSG00000139220	PPFIA2	0	0	0	0	0	0	0	1
ENSG00000139223	ANP32D	1	0	1	0	0	1	0	23
ENSG00000139233	LLPH	485.029	361.783	617	571.765	446.775	467	349	295.846
ENSG00000139239	RPL14P1	16	17	40	5	9	29	13	35
ENSG00000139263	LRIG3	0	1	1	0	0	0	0	14
ENSG00000139266	MARCHF9	39	66	146	26	33	83	26	63
ENSG00000139269	INHBE	0	0	0	0	0	0	0	11
ENSG00000139278	GLIPR1	5472.999	3283	4563	9931.999	4655	3579	5665	4136
ENSG00000139287	TPH2	0	0	0	0	1	0	0	5
ENSG00000139289	PHLDA1	31	60	102	43	34	68	25	61
ENSG00000139291	TMEM19	355.001	469.001	1026	317	183.999	500	179	300
ENSG00000139292	LGR5	0	0	1	0	0	1	0	14
ENSG00000139304	PTPRQ	0	1	1	0	0	0	0	5
ENSG00000139318	DUSP6	783	392	780.999	573	542.999	786	560	670
ENSG00000139323	POC1B	593.969	956.999	641.999	446.999	621.001	455.001	438	274.999
ENSG00000139324	TMTC3	229	338	550	205	156	337.001	148	173
ENSG00000139329	LUM	1	0	3	0	0	0	0	1
ENSG00000139330	KERA	0	0	0	0	1	0	0	4
ENSG00000139343	SNRPF	42	90	153	41	22	77	17	24
ENSG00000139344	AMDHD1	4	12	17	2	6	14	4	9
ENSG00000139350	NEDD1	228	359.001	546	530	227	343.999	215.001	206
ENSG00000139351	SYCP3	5	8	20	5	11	10	0	40
ENSG00000139352	ASCL1	0	0	0	1	0	0	0	16
ENSG00000139354	GAS2L3	43	128	54.999	31	14	37	34	43
ENSG00000139364	TMEM132B	0	1	19	2	0	3	0	110
ENSG00000139370	SLC15A4	2063	707	1579	2586	2764	1587	2422.001	988
ENSG00000139372	TDG	335.999	420	623.001	344	230	397	232.001	278
ENSG00000139405	RITA1	26	71	118.999	45	24	82	45	50
ENSG00000139410	SDSL	4	36	23	15	6	21	12	15
ENSG00000139428	MMAB	33	61	152.999	24.999	23	73	22.999	54
ENSG00000139433	GLTP	420	321	562	705.001	474	460	384	360
ENSG00000139436	GIT2	1947	1089.001	1876	3587	3097	1472	2297.999	1394.003
ENSG00000139437	TCHP	156	264	401	289	171	271	138	212
ENSG00000139438	FAM222A	2	0	5	0	5	0	0	38
ENSG00000139445	FOXN4	0	0	0	0	0	0	0	5
ENSG00000139531	SUOX	22	23	60.001	42	27	32	42	57
ENSG00000139537	CCDC65	12	62	50	8	17	35	7	26
ENSG00000139540	SLC39A5	0	0	0	0	1	0	3	10
ENSG00000139546	TARBP2	31	71	97.001	41	32.001	50	15	46.999
ENSG00000139547	RDH16	5	18	34	7	11	23	11	33
ENSG00000139549	DHH	3	0	1	0	0	0	0	40
ENSG00000139567	ACVRL1	19	2	5	13	16	8	9	29
ENSG00000139572	GPR84	36	3	9	49	124	16	19	23
ENSG00000139574	NPFF	12	5	15	11	17	11	14	16
ENSG00000139579	NABP2	21	35	57	18	8	37	10	26
ENSG00000139610	CELA1	0	0	2	1	0	0	0	0
ENSG00000139613	SMARCC2	236	349.001	556.001	406	324	390.999	207	335
ENSG00000139620	KANSL2	254	381.999	700	319.001	222	418	221.001	156.999
ENSG00000139624	CERS5	232.001	235.998	412.999	433.001	311.001	311	264.001	190.001
ENSG00000139625	MAP3K12	38.999	114	152.001	40.999	61.999	60.999	29.001	99
ENSG00000139626	ITGB7	304.999	987.999	1827.001	329.999	302.999	1194.001	240.001	516
ENSG00000139629	GALNT6	157.999	292	413.999	347.002	103.999	219	178	198
ENSG00000139631	CSAD	125	77	112.999	329.999	269.001	92.001	227	98.001
ENSG00000139636	LMBR1L	313.001	297.999	668	638.001	441.002	455.999	342	216.003
ENSG00000139637	MYG1	92.042	370.46	246.002	101.7	76.814	250.016	135.977	111.117
ENSG00000139641	ESYT1	385	958.998	2320	424	372.999	1230.001	296	732
ENSG00000139644	TMBIM6	8608.999	3954	7941.001	12354.001	8907	6557	8430.999	5000
ENSG00000139645	ANKRD52	132	161	269.999	165.001	130	206	102	149
ENSG00000139648	KRT71	1	0	0	0	0	0	0	3
ENSG00000139651	ZNF740	606	811.999	1599	799.999	558.999	968	425	448
ENSG00000139697	SBNO1	1384	1432	1992	2111	1676	1451	1141	1043
ENSG00000139714	MORN3	17	25	76	34	18	70	21	37
ENSG00000139718	SETD1B	77	98	139	194	177	116	112	89
ENSG00000139719	VPS33A	315.729	523	867.868	557	368	608.999	318	387
ENSG00000139722	VPS37B	410	236	379.402	916.378	601.498	315	571	193
ENSG00000139725	RHOF	148.664	195	305.077	220.918	145	228.599	127	135.221
ENSG00000139726	DENR	354.999	328	603	319	258	411	268	204
ENSG00000139767	SRRM4	1	0	5	0	0	2	0	58
ENSG00000144785	ENSG00000144785	0	0	23.986	0	8.413	18.949	0	0
ENSG00000149948	HMGA2	1	3	11	4	1	2	1	71.001
ENSG00000150045	KLRF1	94	272	159	44	93	125	19	65.999
ENSG00000150048	CLEC1A	80	9	18	35	83	14	42	42
ENSG00000150967	ABCB9	12	25	27	11	9	18	4	82
ENSG00000150977	RILPL2	832	322	599	1540	909	637	1146	321
ENSG00000150990	DHX37	37	72	157	44	49	92.999	20.001	56
ENSG00000150991	UBC	9143.999	4264.001	9074.001	12570	8878	7419.999	11292.001	4873
ENSG00000151062	CACNA2D4	43	59	90.001	42	33	54.999	35	48.001
ENSG00000151065	DCP1B	61	171	217.999	70	52	128.998	53	57.001
ENSG00000151067	CACNA1C	2	6	24	6	1	7.999	3	146
ENSG00000151079	KCNA6	2	30	45.604	1	2	6	3	31
ENSG00000151131	NOPCHAP1	172	459	764	154.001	167.001	381	120	492
ENSG00000151135	TMEM263	143	256.999	616	178	66	270.999	78.999	116
ENSG00000151136	ABTB3	64	120.999	351	174	78	280	67	158
ENSG00000151148	UBE3B	481.999	583	839	658	623.999	571.002	458.001	376.999
ENSG00000151164	RAD9B	21	20	21	12	21	12	11	19
ENSG00000151176	PLBD2	26	87	64	51	33	57	45	36
ENSG00000151229	SLC2A13	153	225.999	270	168	98	218	97	137
ENSG00000151233	GXYLT1	358	429	662	544	287	441	237	227
ENSG00000151239	TWF1	669.999	415	576.001	591	483	416	310.001	219
ENSG00000151490	PTPRO	108	165.002	503.001	110	120.999	230	91.999	257.001
ENSG00000151491	EPS8	18	19	45.999	6	16	13.999	7	34
ENSG00000151572	ANO4	0	0	0	0	0	0	0	0
ENSG00000151743	AMN1	433.001	119.001	198	336.999	336	88	296	105
ENSG00000151746	BICD1	102	187	376.001	70.001	93	157	45	154
ENSG00000151948	GLT1D1	1632	293	489	1774	2583.001	683	1603	345
ENSG00000151952	TMEM132D	0	0	1	0	1	0	0	40
ENSG00000152137	HSPB8	4	1	0	0	0	0	0	9
ENSG00000152556	PFKM	59	113.001	210.001	62.999	43	112	43	47
ENSG00000152936	LMNTD1	0	0	0	0	0	0	0	2
ENSG00000152944	MED21	330	453	689	465.999	279	362	281	205
ENSG00000153179	RASSF3	3829	1221	1981.999	4087	4060	1809.999	3024	1047
ENSG00000153233	PTPRR	1	1	0	0	0	5	1	4
ENSG00000155957	TMBIM4	1732.859	789.761	1364	1705.73	1414.928	993	1216.999	570.013
ENSG00000155974	GRIP1	5	3	18	3	1	12	4	25
ENSG00000155980	KIF5A	3	9	13	0	3	6	0	53
ENSG00000156076	WIF1	0	0	0	0	0	0	0	7
ENSG00000157782	CABP1	0	0	1	0	1	0	0	32
ENSG00000157837	SPPL3	169.001	310.001	297	289	162	163	203	172.999
ENSG00000157895	C12orf43	48	80	158.999	73.999	29.999	98	34	88.999
ENSG00000158023	CFAP251	14	9	24	39.999	21.001	4	11.999	74
ENSG00000158104	HPD	4	1	2	0	1	1	0	6
ENSG00000158113	LRRC43	1	2	4	1	1	2	1	11
ENSG00000159335	PTMS	46	203.001	45	52	13	129.001	59	33
ENSG00000159403	C1R	15.255	5	11	16	27.524	6	10	24
ENSG00000161634	DCD	0	0	0	0	0	0	0	0
ENSG00000161638	ITGA5	1986.999	639.999	1509	2596.001	2515.001	1272.999	2542	1214.999
ENSG00000161642	ZNF385A	37	19	36	31	27	38	19	32
ENSG00000161791	FMNL3	79	356	627.001	103	117.999	271.999	71	228
ENSG00000161798	AQP5	0	0	0	0	0	0	0	10
ENSG00000161800	RACGAP1	72	132	157	105	65	128	66	96
ENSG00000161813	LARP4	367	577	796	285	245.001	467.999	198.001	307
ENSG00000161835	TAMALIN	6	16	77	20	4	28	14	17
ENSG00000161849	KRT84	0	0	0	0	0	0	0	6
ENSG00000161850	KRT82	0	0	0	0	0	0	0	4
ENSG00000164845	FAM86FP	0	0	0	0	0	0	0	0
ENSG00000165682	CLEC1B	30	52	37.999	50	16	38	22	21
ENSG00000165685	TMEM52B	0	0	1	0	2	0	0	7
ENSG00000165714	BORCS5	105	251	550	321	271	232.999	154	189
ENSG00000165805	C12orf50	1	0	0	0	1	0	4	12
ENSG00000165891	E2F7	0	12	10	7	2	2	2	23
ENSG00000165899	OTOGL	1	2	0	1	2	0	0	6
ENSG00000165935	SMCO2	0	0	3	0	0	0	0	2
ENSG00000165966	PDZRN4	0	0	4	1	0	0	1	30
ENSG00000165972	CCDC38	0	2	4	1	1	1	0	4
ENSG00000166006	KCNC2	1	0	1	0	0	0	0	15
ENSG00000166046	TCP11L2	4699.001	4286	3611.999	6248.001	4613	3392.999	5260.001	1982.999
ENSG00000166111	SVOP	1	0	5	0	0	0	0	18
ENSG00000166130	IKBIP	1378	215	548	1290	719	403	1225	452
ENSG00000166148	AVPR1A	46	38	44	51	15	32	39	38
ENSG00000166153	DEPDC4	3	3	5	2	0	4	1	17.999
ENSG00000166159	LRTM2	0	0	2	0	0	0	0	15
ENSG00000166211	SPIC	0	1	0	1	0	0	0	7
ENSG00000166225	FRS2	356.999	360.999	686.001	522	383	441	301	284
ENSG00000166226	CCT2	304.999	671.999	668.001	237	178.001	440.001	134	152
ENSG00000166268	MYRFL	0	3	1	1	0	0	0	6
ENSG00000166523	CLEC4E	3913.001	236.999	437	6906.999	3710	391	5000	471.001
ENSG00000166527	CLEC4D	1543	209	133	2864	2085	156	1908	134
ENSG00000166532	RIMKLB	143	264	494	229	125	306	152	207
ENSG00000166535	A2ML1	0	0	3	1	0	0	0	32
ENSG00000166578	IQCD	0	6	6	0	4	0	2	11
ENSG00000166598	HSP90B1	1064	1489	1903.001	716.001	748	1294	624.001	927.999
ENSG00000166856	GPR182	1	0	0	0	0	0	0	13
ENSG00000166860	ZBTB39	92	193	349	98	87	192	64	110
ENSG00000166863	TAC3	0	4	0	0	0	1	0	0
ENSG00000166866	MYO1A	1	12	9	5	1	2	5	6
ENSG00000166881	NEMP1	147	359	651	246	109	330	174	229
ENSG00000166886	NAB2	31	38	139	62	33	70.999	24	40
ENSG00000166888	STAT6	3082	1558	2672	5923.001	3917.001	2236.001	4022	2262.001
ENSG00000166896	ATP23	40	112	70	25	15	41	34	28
ENSG00000166908	PIP4K2C	164	190	334	457	298	240.999	278	218
ENSG00000166986	MARS1	581	494.001	920.998	844.999	906.999	605.998	630.003	380.002
ENSG00000166987	MBD6	88.001	27.999	40	77.999	140	30	77	16
ENSG00000167272	POP5	69.999	109	208.999	64	58	112	46.001	52
ENSG00000167528	ZNF641	1776	854.001	1844	2033.999	2154	1085	2108	765
ENSG00000167531	LALBA	0	0	0	0	0	0	0	3
ENSG00000167535	CACNB3	6	13.999	18	9	4	17	5	30
ENSG00000167548	KMT2D	1260.998	972.082	1536.303	2390.123	2712.969	1151.305	1350.965	722.896
ENSG00000167550	RHEBL1	7	10	30	10	5	14	1	6
ENSG00000167552	TUBA1A	5244.584	899.012	2588.168	5751.463	5768.044	2758.384	5158.228	2446.615
ENSG00000167553	TUBA1C	197.835	158.147	329.938	274.223	197.591	207.967	257.95	183.383
ENSG00000167566	NCKAP5L	55	39	62	66	77	40	49	47
ENSG00000167580	AQP2	0	0	5	0	0	0	0	12
ENSG00000167588	GPD1	0	0	2	0	5	2	1	21
ENSG00000167612	ANKRD33	0	0	3	0	0	0	0	30
ENSG00000167767	KRT80	2	0	0	0	0	0	1	15
ENSG00000167768	KRT1	354	902	1281	398	383	1523	525	753
ENSG00000167778	SPRYD3	54	66.001	123.999	96	68	88	62	31
ENSG00000167779	IGFBP6	2	2	5	1	0	9	0	5
ENSG00000167780	SOAT2	0	0	2	0	0	2	0	0
ENSG00000168778	TCTN2	8	38	42	18	14	19	10	31
ENSG00000169372	CRADD	107	85.999	167	160	146.001	121	124	57.999
ENSG00000169884	WNT10B	6	23	40	6	6	21	5	8
ENSG00000170374	SP7	1	0	1	0	0	0	0	8
ENSG00000170421	KRT8	2	6	6	2	0	0	0	47
ENSG00000170423	KRT78	0	0	0	0	0	0	0	6
ENSG00000170426	SDR9C7	0	0	0	0	0	0	0	13
ENSG00000170439	METTL7B	0	1	2	1	7	0	4	2
ENSG00000170442	KRT86	1	1	0	1	0	1	0	10.817
ENSG00000170454	KRT75	0	0	0	0	0	0	0	6
ENSG00000170456	DENND5B	43	118	222	49	34	103	34.999	93
ENSG00000170465	KRT6C	0	0	0	0	0	0	0	3
ENSG00000170473	PYM1	76.001	114	173	88	61	107.999	58	60
ENSG00000170477	KRT4	1	0	2	0	0	0	0	16
ENSG00000170484	KRT74	0	0	0	0	0	0	0	7
ENSG00000170486	KRT72	28.001	1	15	0	3	17	10	5
ENSG00000170515	PA2G4	222	922	585.286	296.001	202	556.001	276	316
ENSG00000170523	KRT83	0	0	0	0	0	0	0	8
ENSG00000170545	SMAGP	10	12	26	7.999	14.001	27	6	29
ENSG00000170581	STAT2	689.999	903.001	1509.998	2056.002	1845.003	1219.003	1336.003	921.002
ENSG00000170605	OR9K2	1	0	2	0	0	0	0	13
ENSG00000170627	GTSF1	2	23	35	20	6	17	5	10
ENSG00000170633	RNF34	807.001	588	1099.999	1028.001	895.001	813.998	723.001	558.001
ENSG00000170653	ATF7	145	155	221	218.999	305.001	126.999	179	171
ENSG00000170855	TRIAP1	54	48	68	29	23	48	19	14
ENSG00000170890	PLA2G1B	0	1	0	0	0	0	0	0
ENSG00000171310	CHST11	2122	1104	1925	3684.999	2994	1707	3002	1712
ENSG00000171435	KSR2	1	1	15	2	1	0	0	130
ENSG00000171681	ATF7IP	2129.999	2824	4277.997	3752.001	2417.999	2507.999	2657	2098
ENSG00000171759	PAH	0	4	0	0	0	0	0	18
ENSG00000171792	RHNO1	60	99	214.001	62.999	42	115	38.999	79
ENSG00000171823	FBXL14	112	149	346	108	94	176	74	59
ENSG00000171840	NINJ2	210	599.001	199	393	218.999	266.999	363.999	284
ENSG00000171847	FAM90A1	0	0	1	0	0	0	0	3
ENSG00000171860	C3AR1	287	130	221	530	308	106	319	130
ENSG00000172243	CLEC7A	7125.999	2140.001	3922	7868	8807.001	3819	7400.999	3794.001
ENSG00000172322	CLEC12A	4011.999	1163	751	1205.999	619	549	506	560
ENSG00000172551	MUCL1	1	0	6	1	1	0	0	18
ENSG00000172572	PDE3A	44	45	39	94	17	10	38	55
ENSG00000172602	RND1	0	3	4	0	1	1	0	26
ENSG00000172640	OR10AD1	0	0	0	0	0	0	0	2
ENSG00000172789	HOXC5	0	0	0	2	1.747	0	0	2
ENSG00000172819	RARG	33	53.999	122.999	34	28	83	18	37
ENSG00000172867	KRT2	2	2	11	5	2	7	1	34
ENSG00000173064	HECTD4	823.001	2614.002	2178.999	1570	955.001	1352	1154.999	937.999
ENSG00000173093	CCDC63	0	0	0	0	0	0	0	2
ENSG00000173157	ADAMTS20	0	0	0	0	0	0	0	3
ENSG00000173208	ABCD2	246	815	1567	202	161	816	159	244
ENSG00000173262	SLC2A14	92.44	26	35.004	20.014	3.055	20	54.318	34
ENSG00000173391	OLR1	9	5	8	27	3	11	10	7
ENSG00000173401	GLIPR1L1	0	0	0	0	0	0	0	0
ENSG00000173451	THAP2	104	79	205	68	48	97	51	47
ENSG00000173588	CEP83	93	179.001	239	99	78	140.999	69	48
ENSG00000173598	NUDT4	1267	3876.001	2126	1453	1000.999	1999	1385	992
ENSG00000174099	MSRB3	115	42	55	149	123	67	79	84
ENSG00000174106	LEMD3	1023	780	1286.999	1304	811.999	905	698	451
ENSG00000174206	KICS2	63	130	406	72	67	172	67.001	120
ENSG00000174233	ADCY6	10	5	7	5	3	1	3	64
ENSG00000174236	REP15	0	0	1	0	3	0	0	8
ENSG00000174243	DDX23	1058.999	1011	1958	1450.002	1193.998	1406	929.999	863.001
ENSG00000174437	ATP2A2	565	975.001	1246	631	642.001	879	435	642
ENSG00000174456	C12orf76	152	142	255	171	120	176	119	91
ENSG00000174527	MYO1H	0	0	0	0	0	0	0	8
ENSG00000174600	CMKLR1	104	267	123.001	97	123	227	59	162
ENSG00000174718	RESF1	39253	9956	15931	40655	38602	10885	34904.001	13401.001
ENSG00000174989	FBXW8	65	71	97	24	18	57	18	51
ENSG00000175183	CSRP2	0	1	4	0	0	0	0	23
ENSG00000175189	INHBC	0	0	0	0	0	0	0	12
ENSG00000175197	DDIT3	285	82	109.001	253	276.001	109	194	63
ENSG00000175203	DCTN2	297.001	275	416	441	388	267	269	212.999
ENSG00000175215	CTDSP2	1498	1303	1409.999	2715.999	2469.001	1180.999	1988	946.999
ENSG00000175336	APOF	0	0	0	0	0	1	0	9
ENSG00000175398	OR10P1	0	0	0	0	0	0	0	0
ENSG00000175548	ALG10B	285	438	777	242	142	374.001	141.001	189
ENSG00000175727	MLXIP	424	363.002	515.999	467.001	599.999	310	304	272.001
ENSG00000175782	SLC35E3	315.999	266	508.999	794.999	395	267	529	406
ENSG00000175899	A2M	3	8	3	1	1	1	0	2
ENSG00000175970	UNC119B	283	172	379	373	238	293	214	171
ENSG00000176383	B3GNT4	1	0	3	1	0	0	0	27
ENSG00000176422	SPRYD4	56	131	295	46	54	163	50	167
ENSG00000176654	NANOGP1	0	0	0	0	0	0	0	0
ENSG00000176834	VSIG10	77	19	41	20	52	34	76	83
ENSG00000176871	WSB2	507.999	302	626.999	572	485	568	505	378.999
ENSG00000176894	PXMP2	9	9	19	5	2	14	6	3
ENSG00000176915	ANKLE2	956.999	1046.001	1878.999	1304.999	980	1055	730.001	807.001
ENSG00000177084	POLE	108	271.999	421	171	110	241	79.999	130
ENSG00000177119	ANO6	1269	1030.001	1705	1643.001	854	950	852.001	850
ENSG00000177169	ULK1	147.001	62	130.999	527	276	105	283.001	90.001
